condition_status,year,race,bmi,wtgain,counts,condition
Unknown or Not Stated,2021,Black or African American,Normal 18.5-24.9,11 to 20 pounds,30,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Normal 18.5-24.9,21 to 30 pounds,43,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Normal 18.5-24.9,31 to 40 pounds,40,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Normal 18.5-24.9,41 to 98 pounds,32,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,28,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,28,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,34,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,36,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,27,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,21,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Overweight 25.0-29.9,Unknown or Not Stated,22,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity I 30.0-34.9,Less than 11 pounds,18,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity I 30.0-34.9,11 to 20 pounds,18,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity I 30.0-34.9,21 to 30 pounds,16,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity I 30.0-34.9,41 to 98 pounds,10,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity I 30.0-34.9,Unknown or Not Stated,14,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity II 35.0-39.9,Less than 11 pounds,10,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Obesity II 35.0-39.9,11 to 20 pounds,10,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Extreme Obesity III > 39.9,11 to 20 pounds,11,gestational_hypertension
Unknown or Not Stated,2021,Black or African American,Unknown or Not Stated,Unknown or Not Stated,298,gestational_hypertension
Unknown or Not Stated,2021,White,Underweight <18.5,11 to 20 pounds,18,gestational_hypertension
Unknown or Not Stated,2021,White,Underweight <18.5,21 to 30 pounds,25,gestational_hypertension
Unknown or Not Stated,2021,White,Underweight <18.5,31 to 40 pounds,29,gestational_hypertension
Unknown or Not Stated,2021,White,Underweight <18.5,41 to 98 pounds,28,gestational_hypertension
Unknown or Not Stated,2021,White,Underweight <18.5,Unknown or Not Stated,20,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,Less than 11 pounds,93,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,11 to 20 pounds,168,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,21 to 30 pounds,277,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,31 to 40 pounds,250,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,41 to 98 pounds,200,gestational_hypertension
Unknown or Not Stated,2021,White,Normal 18.5-24.9,Unknown or Not Stated,184,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,Less than 11 pounds,90,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,11 to 20 pounds,126,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,21 to 30 pounds,130,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,31 to 40 pounds,126,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,41 to 98 pounds,109,gestational_hypertension
Unknown or Not Stated,2021,White,Overweight 25.0-29.9,Unknown or Not Stated,111,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,Less than 11 pounds,66,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,11 to 20 pounds,86,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,21 to 30 pounds,81,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,31 to 40 pounds,62,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,41 to 98 pounds,61,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity I 30.0-34.9,Unknown or Not Stated,42,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,Less than 11 pounds,34,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,11 to 20 pounds,42,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,21 to 30 pounds,40,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,31 to 40 pounds,16,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,41 to 98 pounds,15,gestational_hypertension
Unknown or Not Stated,2021,White,Obesity II 35.0-39.9,Unknown or Not Stated,31,gestational_hypertension
Unknown or Not Stated,2021,White,Extreme Obesity III > 39.9,Less than 11 pounds,35,gestational_hypertension
Unknown or Not Stated,2021,White,Extreme Obesity III > 39.9,11 to 20 pounds,28,gestational_hypertension
Unknown or Not Stated,2021,White,Extreme Obesity III > 39.9,21 to 30 pounds,19,gestational_hypertension
Unknown or Not Stated,2021,White,Extreme Obesity III > 39.9,41 to 98 pounds,11,gestational_hypertension
Unknown or Not Stated,2021,White,Extreme Obesity III > 39.9,Unknown or Not Stated,15,gestational_hypertension
Unknown or Not Stated,2021,White,Unknown or Not Stated,Unknown or Not Stated,1152,gestational_hypertension
Unknown or Not Stated,2021,More than one race,Normal 18.5-24.9,21 to 30 pounds,13,gestational_hypertension
Unknown or Not Stated,2021,More than one race,Normal 18.5-24.9,41 to 98 pounds,12,gestational_hypertension
Unknown or Not Stated,2021,More than one race,Unknown or Not Stated,Unknown or Not Stated,17,gestational_hypertension
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,11 to 20 pounds,368,preterm_birth
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,21 to 30 pounds,342,preterm_birth
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,31 to 40 pounds,183,preterm_birth
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,41 to 98 pounds,176,preterm_birth
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,Less than 11 pounds,559,preterm_birth
No,2016,American Indian or Alaska Native,Extreme Obesity III > 39.9,Unknown or Not Stated,50,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,11 to 20 pounds,1153,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,21 to 30 pounds,2091,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,31 to 40 pounds,1990,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,41 to 98 pounds,1897,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,Less than 11 pounds,364,preterm_birth
No,2016,American Indian or Alaska Native,Normal 18.5-24.9,Unknown or Not Stated,70,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,11 to 20 pounds,1049,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,21 to 30 pounds,1091,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,31 to 40 pounds,795,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,41 to 98 pounds,799,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,Less than 11 pounds,860,preterm_birth
No,2016,American Indian or Alaska Native,Obesity I 30.0-34.9,Unknown or Not Stated,52,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,11 to 20 pounds,631,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,21 to 30 pounds,527,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,31 to 40 pounds,326,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,41 to 98 pounds,325,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,Less than 11 pounds,670,preterm_birth
No,2016,American Indian or Alaska Native,Obesity II 35.0-39.9,Unknown or Not Stated,34,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,11 to 20 pounds,1211,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,21 to 30 pounds,1726,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,31 to 40 pounds,1291,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,41 to 98 pounds,1377,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,Less than 11 pounds,726,preterm_birth
No,2016,American Indian or Alaska Native,Overweight 25.0-29.9,Unknown or Not Stated,54,preterm_birth
No,2016,American Indian or Alaska Native,Underweight <18.5,11 to 20 pounds,54,preterm_birth
No,2016,American Indian or Alaska Native,Underweight <18.5,21 to 30 pounds,157,preterm_birth
No,2016,American Indian or Alaska Native,Underweight <18.5,31 to 40 pounds,145,preterm_birth
No,2016,American Indian or Alaska Native,Underweight <18.5,41 to 98 pounds,127,preterm_birth
No,2016,American Indian or Alaska Native,Underweight <18.5,Less than 11 pounds,11,preterm_birth
No,2016,American Indian or Alaska Native,Unknown or Not Stated,11 to 20 pounds,11,preterm_birth
No,2016,American Indian or Alaska Native,Unknown or Not Stated,21 to 30 pounds,11,preterm_birth
No,2016,American Indian or Alaska Native,Unknown or Not Stated,41 to 98 pounds,13,preterm_birth
No,2016,American Indian or Alaska Native,Unknown or Not Stated,Unknown or Not Stated,519,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,11 to 20 pounds,304,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,21 to 30 pounds,254,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,31 to 40 pounds,123,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,41 to 98 pounds,68,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,Less than 11 pounds,361,preterm_birth
No,2016,Asian,Extreme Obesity III > 39.9,Unknown or Not Stated,22,preterm_birth
No,2016,Asian,Normal 18.5-24.9,11 to 20 pounds,17899,preterm_birth
No,2016,Asian,Normal 18.5-24.9,21 to 30 pounds,39138,preterm_birth
No,2016,Asian,Normal 18.5-24.9,31 to 40 pounds,30425,preterm_birth
No,2016,Asian,Normal 18.5-24.9,41 to 98 pounds,14320,preterm_birth
No,2016,Asian,Normal 18.5-24.9,Less than 11 pounds,3877,preterm_birth
No,2016,Asian,Normal 18.5-24.9,Unknown or Not Stated,906,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,11 to 20 pounds,3531,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,21 to 30 pounds,3316,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,31 to 40 pounds,1744,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,41 to 98 pounds,1054,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,Less than 11 pounds,2336,preterm_birth
No,2016,Asian,Obesity I 30.0-34.9,Unknown or Not Stated,195,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,11 to 20 pounds,874,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,21 to 30 pounds,778,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,31 to 40 pounds,373,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,41 to 98 pounds,266,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,Less than 11 pounds,824,preterm_birth
No,2016,Asian,Obesity II 35.0-39.9,Unknown or Not Stated,53,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,11 to 20 pounds,9777,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,21 to 30 pounds,12251,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,31 to 40 pounds,7474,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,41 to 98 pounds,3924,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,Less than 11 pounds,4407,preterm_birth
No,2016,Asian,Overweight 25.0-29.9,Unknown or Not Stated,397,preterm_birth
No,2016,Asian,Underweight <18.5,11 to 20 pounds,1814,preterm_birth
No,2016,Asian,Underweight <18.5,21 to 30 pounds,5518,preterm_birth
No,2016,Asian,Underweight <18.5,31 to 40 pounds,4245,preterm_birth
No,2016,Asian,Underweight <18.5,41 to 98 pounds,2065,preterm_birth
No,2016,Asian,Underweight <18.5,Less than 11 pounds,207,preterm_birth
No,2016,Asian,Underweight <18.5,Unknown or Not Stated,102,preterm_birth
No,2016,Asian,Unknown or Not Stated,11 to 20 pounds,126,preterm_birth
No,2016,Asian,Unknown or Not Stated,21 to 30 pounds,205,preterm_birth
No,2016,Asian,Unknown or Not Stated,31 to 40 pounds,123,preterm_birth
No,2016,Asian,Unknown or Not Stated,41 to 98 pounds,67,preterm_birth
No,2016,Asian,Unknown or Not Stated,Less than 11 pounds,63,preterm_birth
No,2016,Asian,Unknown or Not Stated,Unknown or Not Stated,4960,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,11 to 20 pounds,7469,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,21 to 30 pounds,5964,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,31 to 40 pounds,3499,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,41 to 98 pounds,3420,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,Less than 11 pounds,10257,preterm_birth
No,2016,Black or African American,Extreme Obesity III > 39.9,Unknown or Not Stated,1356,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,11 to 20 pounds,20344,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,21 to 30 pounds,36692,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,31 to 40 pounds,32528,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,41 to 98 pounds,30431,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,Less than 11 pounds,6609,preterm_birth
No,2016,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,1518,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,11 to 20 pounds,15311,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,21 to 30 pounds,16524,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,31 to 40 pounds,11853,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,41 to 98 pounds,11710,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,Less than 11 pounds,12208,preterm_birth
No,2016,Black or African American,Obesity I 30.0-34.9,Unknown or Not Stated,1083,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,11 to 20 pounds,8787,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,21 to 30 pounds,8076,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,31 to 40 pounds,5101,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,41 to 98 pounds,4917,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,Less than 11 pounds,9343,preterm_birth
No,2016,Black or African American,Obesity II 35.0-39.9,Unknown or Not Stated,876,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,19953,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,26686,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,21385,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,21962,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,11458,preterm_birth
No,2016,Black or African American,Overweight 25.0-29.9,Unknown or Not Stated,1468,preterm_birth
No,2016,Black or African American,Underweight <18.5,11 to 20 pounds,1542,preterm_birth
No,2016,Black or African American,Underweight <18.5,21 to 30 pounds,3745,preterm_birth
No,2016,Black or African American,Underweight <18.5,31 to 40 pounds,3528,preterm_birth
No,2016,Black or African American,Underweight <18.5,41 to 98 pounds,2760,preterm_birth
No,2016,Black or African American,Underweight <18.5,Less than 11 pounds,292,preterm_birth
